isbn,bookid,bookname,author,publish,releaseDate
,B_1941_000002,马克思列宁主义论战争与军队,八路军抗日战争研究会　编,新华日报华北分馆,-915177600000
,B_1941_000004,忆马克思,波尔·拉发格　威廉·李卜克内西　著,学术出版社,-915177600000
,B_1941_000005,马克思主义在欧洲,斯本格拉　著,独立出版社,-903603600000
,B_1941_000006,农村工作论文集,列宁　著,新华日报华北分馆,-906109200000
,B_1941_000007,什么是列宁主义（第一分册）,凯丰　编译,中国出版社,-910080000000
,B_1941_000009,关于波尔什维主义历史中的几个问题（给无产阶级革命杂志编辑部的信）,斯大林　著,外国文书籍出版局,-915177600000
,B_1941_000010,德意志观念体系,马克思　著,珠林书店,-898246800000
,B_1941_000011,哲学与生活,艾思奇　著,读书出版社,-912499200000
,B_1941_000012,大众哲学,艾思奇　著,读书出版社　华北新华书店,-895568400000
,B_1942_000001,论苏联保卫祖国的伟大战争,约·斯大林　著,外国文书籍出版局,-883641600000
,B_1942_000002,马克思及其地租论,李显承　著,独立出版社,-870598800000
,B_1942_000003,列宁选集（第一卷）,列宁　著,解放社出版,-854787600000
,B_1943_000002,共产主义运动中的“左派”幼稚病,列宁　著,新华书店,-833792400000
,B_1943_000003,斯大林论苏联伟大保卫祖国战争,斯大林　著,外国文书籍出版局,-852109200000
,B_1943_000004,列宁主义基础,斯大林　著,解放社,-825843600000
,B_1943_000005,列宁论苏维埃机关人员应如何工作,,东北书店,-831114000000
,B_1945_000015,关于红军之三个特点,斯大林　著,哈尔滨中苏友好协会,-788950800000
,B_1945_000016,大众哲学,艾思奇　著,读书出版社,-765360000000
,B_1945_000017,列宁选集（第十六卷）,列宁　著,解放社,-773312400000
,B_1946_000112,政治经济学,薛暮桥  著,大连大众书店,-733824000000
,B_1946_000149,社会主义从空想到科学的发展,恩格斯　著,生活书店,-747043200000
,B_1946_000152,斯大林传略,,外国文书籍出版局,-757411200000
,B_1946_000153,斯大林论苏联伟大卫国战争,斯大林　著,外国文书籍出版局,-757411200000
,B_1946_000156,共产党宣言,马克思　恩格斯　著,华北新华书店,-744368400000
,B_1946_000158,马克思传,梅林　著,骆驼书店,-757411200000
,B_1946_000159,列宁在1918年,T.兹拉托戈洛瓦　A.卡普勒　著,大众书店,-749635200000
,B_1946_000160,马克斯的政治思想,吴恩裕　著,商务印书馆,-760089600000
,B_1946_000161,六年随从列宁——列宁底汽车夫之回忆,[苏]斯·基尔　著,新华书店晋察冀分店,-757411200000
,B_1946_000162,论列宁主义基础　论列宁主义底几个问题,斯大林　著,外国文书籍出版局,-757411200000
,B_1946_000163,论农村工作,列宁　著,大众日报社,-728553600000
,B_1946_000164,在莫斯科城斯大林选区预选大会上的演说,斯大林,外国文书籍出版局,-754732800000
,B_1946_000165,斯大林最近言论,新华书店晋察冀分店　编,新华书店晋察冀分店,-744368400000
,B_1946_000167,论列宁,斯大林　著,大连中苏友好协会,-757411200000
,B_1946_000169,列宁故事,[苏]M.左琴科　著,新华书店晋察冀分店,-757411200000
,B_1947_000389,马恩列斯毛论农民土地问题,晋察冀土地问题研究会　编,晋绥新华书店,-699609600000
,B_1947_000390,马恩列斯毛论农民土地问题,土地问题研究会　编,东北书店,-697017600000
,B_1947_000405,列宁文选（第二册）,列宁　著,解放社,-662716800000
,B_1947_000406,艺术的真实,马克思　著,群益出版社,-720777600000
,B_1947_000407,恩格斯传,郭大力　编译,读书出版社,-715510800000
,B_1947_000408,列宁在一九一八年,[苏]T·兹拉托戈洛瓦　A·卡普勒　著,东北书店,-710240400000
,B_1947_000409,辩证法的唯物论,伏尔佛逊　著,亚东图书馆,-718099200000
,B_1948_000202,论一元论历史观之发展,普列哈诺夫  著,华东新华书店,-665395200000
,B_1948_000252,向列宁学习工作方法,克鲁普斯卡娅  著,冀鲁豫书店,-691660800000
,B_1948_000344,列宁选集（第十六卷）,列宁　著,华东新华书店,-670665600000
,B_1948_000573,论农村工作,列宁  著,冀鲁豫书店,-691660800000
,B_1948_000590,马恩列斯毛论农民土地问题,土地问题研究会　编,太岳新华书店,-681210000000
,B_1948_000621,为了人类,[苏]高尔基　著,挣扎社,-683884800000
,B_1948_000622,致顾格曼博士书信集,卡尔·马克思　著,东北书店牡丹江分店,-694339200000
,B_1948_000624,列宁和人民,考瑙瑙夫　著,光华书店,-694339200000
,B_1948_000625,列宁勋章,[苏]西蒙诺夫　等著,光华书店,-694339200000
,B_1948_000626,列宁主义问题（第一分册）,斯大林　著,解放社,-673261200000
,B_1948_000627,列宁主义问题（第三分册）,斯大林　著,解放社,-673261200000
,B_1948_000628,列宁主义问题（第四分册）,斯大林　著,解放社,-673261200000
,B_1948_000629,列宁主义问题（第五分册）,斯大林　著,解放社,-673261200000
,B_1948_000630,列宁主义问题（第六分册）,斯大林　著,解放社,-673261200000
,B_1948_000633,无政府主义还是社会主义？,斯大林　著,华北新华书店,-694339200000
,B_1948_000634,斯大林格勒之战,中国人民解放军东北军区司令部　编,,-673261200000
,B_1948_000636,资本论（第一卷）,马克斯　著,光华书店,-675939600000
,B_1948_000637,资本论（第二卷）,马克斯　著,光华书店,-665395200000
2001·3,B_1949_000011,论一元论历史观之发展,普列汉诺夫　著,人民出版社,-644400000000
0043,B_1949_000012,法兰西阶级斗争,马克思,人民出版社,-636451200000
0051,B_1949_000017,土地问题理论（上卷）,列宁,人民出版社,-636451200000
,B_1949_000160,恩格斯的故事,柏桦　著,中原新华书店,-649670400000
,B_1949_000179,共产国际第七次大会的总结,曼努意斯基  著,东北书店,-654940800000
,B_1949_000459,列宁选集 第十七卷,列宁　著,山东新华书店,-647078400000
,B_1949_000467,论个人在历史上的作用,普列哈诺夫  著,山东新华书店,-641721600000
,B_1949_000562,学习斯大林,华东军区第三野战军政治部  编,华东新华书店随军分店,-633859200000
0070,B_1949_000615,法兰西内战,马克思　著,新华书店,-647078400000
0325,B_1949_000644,论中国革命,斯大林　著,新华书店,-633859200000
,B_1949_000807,列宁斯大林论社会主义经济建设,解放社　编,东北新华书店,-641721600000
,B_1949_000810,列宁选集（17）,列宁　著,东北新华书店,-641721600000
,B_1949_000811,列宁选集（XVI）,列宁　著,东北书店,-654940800000
,B_1949_000836,国家与革命,列宁  著,苏北新华书店,-647078400000
,B_1949_000872,论社会主义财产,柯舍列夫　著,苏北新华书店,-644400000000
,B_1949_000876,家族私有财产及国家的起源,恩格斯  著,大连新华书店,-647078400000
,B_1949_000948,论一元论历史观之发展,普列哈诺夫  著,山东新华书店,-649670400000
,B_1949_000954,马克思　恩格斯　列宁　斯大林　思想方法论,,冀鲁豫新华书店,-649670400000
,B_1949_000968,社会主义从空想到科学的发展,恩格斯　著,冀东新华书店,-652348800000
,B_1949_000969,社会主义从空想到科学的发展,恩格斯　著,苏南新华书店,-649670400000
,B_1949_000979,拿破仑第三政变记,马克思  著,华东新华书店,-654940800000
,B_1949_000993,思想方法论,马克思　恩格斯　列宁　斯大林　著,新华书店,-641721600000
,B_1949_001025,社会发展简史,解放社  编,大连新华书店,-644400000000
,B_1949_001052,土地问题理论,列宁　著,东北新华书店,-644400000000
,B_1949_001057,思想方法论,马恩列斯  著,东北书店,-670665600000
0216,B_1949_001240,马恩通信选集,解放社　编,新华书店,-633859200000
,B_1949_001256,政治经济学,薛暮桥　著,东北新华书店辽东分店,-644400000000
,B_1949_001292,土地问题理论（上卷）,列宁　著,苏北新华书店,-644400000000
,B_1949_001313,帝国主义论,列宁　著,浙江新华书店,-649670400000
,B_1949_001345,法兰西阶级斗争,马克思  著,山东新华书店,-647078400000
,B_1949_001370,列宁选集（I）,列宁　著,东北书店,-657619200000
,B_1949_001389,列宁选集（XVI）,列宁　著,东北书店,-654940800000
,B_1949_001391,列宁选集（第十六卷）,列宁　著,新华书店,-644400000000
,B_1949_001395,列宁主义基础,斯大林　著,东北书店,-652348800000
,B_1949_001410,论一元论历史观之发展,普列哈诺夫　著,东北新华书店,-644400000000
,B_1949_001412,政治经济学,薛暮桥  著,皖北新华书店,-647078400000
,B_1949_001414,政治经济学,薛暮桥  著,晋南新华书店,-657619200000
,B_1949_001415,政治经济学,薛暮桥  著,太行新华书店,-662716800000
,B_1949_001423,马列主义论战争与军队,八路军抗日战争研究会　编,苏南新华书店,-641721600000
,B_1949_001478,列宁论检查制度与监察工作,中共中央法律委员会　编,新华书店,-639129600000
,B_1949_001480,共产党宣言,马克思　恩格斯　著,中国出版社,-649670400000
,B_1949_001481,列宁文选 （第四册）,列宁　著,解放社,-639129600000
,B_1949_001482,列宁文选 （第五册）,列宁　著,解放社,-639129600000
,B_1949_001483,列宁文选（第一册）,列宁　著,解放社,-636451200000
,B_1949_001484,政治经济学,薛暮桥　著,新华书店,-644400000000
,B_1949_001485,哥达纲领批判,马克思　著,东北书店,-652348800000
,B_1949_001486,《资本论》提纲,恩格斯　著,东北书店,-657619200000
,B_1949_001487,列宁文选（第二卷）,,外国文书籍出版局,-662716800000
0029,B_1949_001488,论列宁主义基础,斯大林　著,解放社,-644400000000
,B_1949_001489,共产党宣言,马克思　恩格斯　著,中原新华书店,-660038400000
,B_1949_001490,列宁文选（第一卷）,,外国文书籍出版局,-662716800000
,B_1949_001491,共产主义运动中的“左派”幼稚病,列宁　著,解放社,-662716800000
,B_1949_001492,法兰西内战,马克思　著,新中国书局,-662716800000
,B_1949_001494,资本论入门,[日]石川准十郎　著,社会科学研究社,-654940800000
,B_1949_001495,自然辩证法,恩格斯　著,神州国光社,-649670400000
,B_1949_001498,马克思传（上）,李季　著,神州国光社,-644400000000
,B_1949_001499,马克思传（中）,李季　著,神州国光社,-644400000000
,B_1949_001500,马克思传（下）,李季　著,神州国光社,-644400000000
,B_1949_001501,马克思主义百年纪念,沈志远　主编,香港新中出版社,-662716800000
,B_1949_001502,马列主义思想史,刘元钊　著,上海时代书局,-633859200000
,B_1949_001504,什么是马克思主义,列宁　著,天光出版社,-662716800000
,B_1949_001506,列宁传,[苏]凯尔任采夫　著,读书出版社,-654940800000
1002·8,B_1949_001509,剩余价值学说史（第三卷）,考茨基　编,生活·读书·新知三联书店,-649670400000
,B_1949_001511,列宁,姚寅仲　编,平凡书局,-647078400000
,B_1949_001512,辩证法唯物论（上）（下）,米丁　著,生活·读书·新知三联书店,-641721600000
,B_1949_001513,论布尔什维克成功的基本条件（增订本）,正报出版社　编,新民主出版社,-657619200000
,B_1949_001514,论一元论历史观之发展,普列哈诺夫　著,解放社,-644400000000
,B_1949_001515,列宁,高尔基　著,新华书店,-641721600000
,B_1949_001516,社会存在与社会意识,尤琴　等著,新华书店,-639129600000
,B_1949_001517,德国的革命与反革命,恩格斯　著,东北新华书店,-644400000000
0036,B_1949_001518,共产主义运动中的“左派”幼稚病,列宁　著,人民出版社,-581328000000
0053,B_1949_001520,辩证唯物主义与历史唯物主义,斯大林,人民出版社,-649670400000
1001·1,B_1949_001521,哲学的贫困,马克思,人民出版社,-641721600000
1001·15,B_1949_001522,俄国资本主义的发展,列宁,人民出版社,-407577600000
,B_1949_001523,列宁论新经济政策,中外出版社　编,中外出版社,-633859200000
0320,B_1950_000027,“自然辩证法”导言,恩格斯,人民出版社,-628502400000
0395,B_1950_000034,恩格斯军事论文选集（第五分册）,,人民出版社,-620812800000
,B_1950_000272,地租（上）,,新华书店东北总分店,-610185600000
,B_1950_000273,地租（下）,,新华书店东北总分店,-607593600000
,B_1950_000274,帝国主义论（第4讲）,,新华书店东北总分店,-604915200000
,B_1950_000275,帝国主义论（第5讲）,,新华书店东北总分店,-604915200000
,B_1950_000276,帝国主义论   第6讲,,新华书店东北总分店,-602323200000
,B_1950_000277,帝国主义论（第8讲）,,新华书店东北总分店,-602323200000
,B_1950_000337,借贷资本,,新华书店东北总分店,-610185600000
,B_1950_000345,利润,,新华书店东北总分店,-610185600000
,B_1950_000356,平均利润和生产价格,,新华书店东北总分店,-610185600000
,B_1950_000363,人是由类人猿进化而来的,,新华书店东北总分店,-610185600000
,B_1950_000365,商业资本,,新华书店东北总分店,-610185600000
,B_1950_000411,资本的流通,,新华书店东北总分店,-610185600000
,B_1950_000412,资本主义的经济危机,,新华书店东北总分店,-607593600000
,B_1950_000413,资本主义积累与无产阶级的赤贫化,,新华书店东北总分店,-615542400000
,B_1950_000509,帝国主义论（第1讲）,,新华书店东北总分店,-604915200000
,B_1950_000510,帝国主义论（第2讲）,,新华书店东北总分店,-604915200000
,B_1950_000616,资本主义再生产实现的条件,,新华书店东北总分店,-607593600000
0198,B_1950_001107,列宁主义问题,斯大林　著,新华书店,-628502400000
,B_1950_001235,价值价格与利润,马克思　著,生活·读书·新知三联书店,-618134400000
0197,B_1950_001236,政治经济学 初学读本,A·列昂节夫　著,新华书店,-610185600000
,B_1950_001239,社会发展简史 政治经济学,,解放社,-623404800000
,B_1950_001246,斯大林论世界和平,上海中苏友好协会出版社　编,上海中苏友好协会出版社,-591868800000
